county,report_date,reference_date,confirm_death,confirm
Forsyth,2021-11-02,2021-09-19,3,101
Forsyth,2021-11-02,2021-10-23,3,47
Guilford,2021-11-02,2021-10-28,3,81
Forsyth,2021-11-02,2021-09-26,3,94
Forsyth,2021-11-02,2021-09-28,3,152
Forsyth,2021-11-02,2021-10-28,3,58
Forsyth,2021-11-02,2021-10-22,3,77
Forsyth,2021-11-02,2021-09-29,3,144
Forsyth,2021-11-02,2021-09-30,3,152
Guilford,2021-11-02,2021-10-12,3,155
Wake,2021-11-02,2021-10-13,3,257
Guilford,2021-11-02,2021-09-18,3,137
Guilford,2021-11-02,2021-10-18,3,106
Wake,2021-11-02,2021-09-15,3,496
Wake,2021-11-02,2021-09-19,3,140
Wake,2021-11-02,2021-10-12,3,320
Guilford,2021-11-02,2021-09-25,3,122
Wake,2021-11-02,2021-09-22,3,383
Wake,2021-11-02,2021-10-04,3,352
Wake,2021-11-02,2021-09-28,3,357
Guilford,2021-11-02,2021-09-30,3,205
Guilford,2021-11-02,2021-10-08,3,156
Forsyth,2021-11-02,2021-09-25,4,65
Guilford,2021-11-02,2021-10-27,4,75
Guilford,2021-11-02,2021-10-26,4,99
Forsyth,2021-11-02,2021-09-21,4,178
Forsyth,2021-11-02,2021-10-07,4,135
Guilford,2021-11-02,2021-09-15,4,322
Wake,2021-11-02,2021-09-20,4,562
Wake,2021-11-02,2021-09-17,4,396
Forsyth,2021-11-02,2021-10-14,5,102
Wake,2021-11-02,2021-09-25,5,221
Guilford,2021-11-02,2021-09-14,5,325
Wake,2021-11-02,2021-09-27,5,472
Forsyth,2021-11-02,2021-10-02,6,63
Guilford,2021-11-02,2021-09-16,6,299
Forsyth,2021-11-03,2021-10-16,0,59
Guilford,2021-11-03,2021-10-31,0,28
Forsyth,2021-11-03,2021-10-30,0,35
Wake,2021-11-03,2021-10-21,0,185
Wake,2021-11-03,2021-10-29,0,164
Forsyth,2021-11-03,2021-10-15,0,64
Forsyth,2021-11-03,2021-10-24,0,33
Guilford,2021-11-03,2021-10-22,0,88
Guilford,2021-11-03,2021-10-30,0,42
Wake,2021-11-03,2021-10-09,0,146
Wake,2021-11-03,2021-10-31,0,56
Forsyth,2021-11-03,2021-10-21,0,71
Wake,2021-11-03,2021-10-15,0,203
Forsyth,2021-11-03,2021-10-25,0,80
Guilford,2021-11-03,2021-10-09,0,76
Wake,2021-11-03,2021-10-20,0,221
Guilford,2021-11-03,2021-10-23,0,60
Forsyth,2021-11-03,2021-10-27,0,69
Wake,2021-11-03,2021-10-24,0,59
Forsyth,2021-11-03,2021-10-29,0,53
Guilford,2021-11-03,2021-10-21,0,117
Wake,2021-11-03,2021-10-16,0,156
Wake,2021-11-03,2021-10-25,0,241
Forsyth,2021-11-03,2021-10-06,0,125
Wake,2021-11-03,2021-10-19,0,191
Forsyth,2021-11-03,2021-10-11,0,137
Wake,2021-11-03,2021-10-14,0,211
Wake,2021-11-03,2021-10-08,0,252
Wake,2021-11-03,2021-11-01,0,171
Wake,2021-11-03,2021-10-06,0,287
Wake,2021-11-03,2021-10-26,0,229
Guilford,2021-11-03,2021-10-25,0,101
Forsyth,2021-11-03,2021-11-01,0,47
Wake,2021-11-03,2021-10-27,0,173
Guilford,2021-11-03,2021-09-26,0,137
Forsyth,2021-11-03,2021-09-23,0,162
Guilford,2021-11-03,2021-10-14,0,113
Forsyth,2021-11-03,2021-09-27,0,219
Guilford,2021-11-03,2021-09-22,0,272
Guilford,2021-11-03,2021-09-29,0,263
Guilford,2021-11-03,2021-10-06,0,208
Forsyth,2021-11-03,2021-10-17,1,44
Forsyth,2021-11-03,2021-10-31,1,32
Forsyth,2021-11-03,2021-10-03,1,71
Guilford,2021-11-03,2021-10-17,1,58
Guilford,2021-11-03,2021-10-15,1,113
Forsyth,2021-11-03,2021-10-08,1,112
Forsyth,2021-11-03,2021-10-09,1,54
Forsyth,2021-11-03,2021-10-26,1,90
Wake,2021-11-03,2021-10-03,1,88
Guilford,2021-11-03,2021-10-16,1,65
Forsyth,2021-11-03,2021-10-19,1,76
Guilford,2021-11-03,2021-09-19,1,132
Wake,2021-11-03,2021-10-30,1,116
Forsyth,2021-11-03,2021-09-24,1,154
Guilford,2021-11-03,2021-10-10,1,79
Wake,2021-11-03,2021-10-28,1,157
Wake,2021-11-03,2021-09-18,1,303
Wake,2021-11-03,2021-10-02,1,259
Wake,2021-11-03,2021-10-17,1,69
Wake,2021-11-03,2021-10-22,1,175
Wake,2021-11-03,2021-10-07,1,228
Wake,2021-11-03,2021-10-18,1,273
Guilford,2021-11-03,2021-11-01,1,31
Wake,2021-11-03,2021-09-30,1,333
Forsyth,2021-11-03,2021-09-17,1,190
Forsyth,2021-11-03,2021-10-01,1,129
Wake,2021-11-03,2021-09-26,1,92
Wake,2021-11-03,2021-10-01,1,311
Forsyth,2021-11-03,2021-09-14,1,244
Forsyth,2021-11-03,2021-09-15,1,253
Forsyth,2021-11-03,2021-09-20,1,238
Guilford,2021-11-03,2021-10-13,1,162
Guilford,2021-11-03,2021-10-05,1,167
Wake,2021-11-03,2021-09-21,1,393
Guilford,2021-11-03,2021-10-11,1,173
Guilford,2021-11-03,2021-09-24,1,243
Guilford,2021-11-03,2021-09-27,1,297
Guilford,2021-11-03,2021-09-20,1,327
Wake,2021-11-03,2021-09-16,1,437
Guilford,2021-11-03,2021-10-01,1,203
Guilford,2021-11-03,2021-10-29,2,62
Forsyth,2021-11-03,2021-09-18,2,92
Guilford,2021-11-03,2021-10-24,2,38
Forsyth,2021-11-03,2021-10-10,2,64
Wake,2021-11-03,2021-10-10,2,68
Forsyth,2021-11-03,2021-10-18,2,92
Forsyth,2021-11-03,2021-10-20,2,79
Forsyth,2021-11-03,2021-10-04,2,175
Guilford,2021-11-03,2021-10-03,2,110
Guilford,2021-11-03,2021-10-20,2,99
Guilford,2021-11-03,2021-10-02,2,102
Wake,2021-11-03,2021-10-23,2,125
Forsyth,2021-11-03,2021-09-16,2,200
Wake,2021-11-03,2021-09-24,2,313
Guilford,2021-11-03,2021-10-07,2,180
Guilford,2021-11-03,2021-10-19,2,129
Wake,2021-11-03,2021-10-11,2,290
Forsyth,2021-11-03,2021-10-05,2,134
Forsyth,2021-11-03,2021-10-12,2,103
Wake,2021-11-03,2021-09-29,2,378
Forsyth,2021-11-03,2021-10-13,2,107
Wake,2021-11-03,2021-09-23,2,332
Wake,2021-11-03,2021-09-14,2,416
Guilford,2021-11-03,2021-09-17,2,293
Wake,2021-11-03,2021-10-05,2,259
Guilford,2021-11-03,2021-09-28,2,257
Forsyth,2021-11-03,2021-09-22,2,189
Guilford,2021-11-03,2021-09-23,2,253
Guilford,2021-11-03,2021-10-04,2,277
Guilford,2021-11-03,2021-09-21,2,268
Forsyth,2021-11-03,2021-09-19,3,101
Forsyth,2021-11-03,2021-10-23,3,47
Forsyth,2021-11-03,2021-09-26,3,94
Forsyth,2021-11-03,2021-09-28,3,152
Forsyth,2021-11-03,2021-10-28,3,59
Forsyth,2021-11-03,2021-10-22,3,79
Guilford,2021-11-03,2021-10-28,3,88
Forsyth,2021-11-03,2021-09-29,3,144
Forsyth,2021-11-03,2021-09-30,3,152
Guilford,2021-11-03,2021-10-12,3,155
Wake,2021-11-03,2021-10-13,3,257
Guilford,2021-11-03,2021-09-18,3,137
Guilford,2021-11-03,2021-10-18,3,106
Wake,2021-11-03,2021-10-12,3,319
Wake,2021-11-03,2021-09-15,3,493
Wake,2021-11-03,2021-09-19,3,140
Guilford,2021-11-03,2021-09-25,3,122
Wake,2021-11-03,2021-09-22,3,383
Wake,2021-11-03,2021-10-04,3,352
Wake,2021-11-03,2021-09-28,3,357
Guilford,2021-11-03,2021-09-30,3,204
Guilford,2021-11-03,2021-10-08,3,156
Forsyth,2021-11-03,2021-09-25,4,65
Guilford,2021-11-03,2021-10-27,4,77
Guilford,2021-11-03,2021-10-26,4,100
Forsyth,2021-11-03,2021-09-21,4,178
Forsyth,2021-11-03,2021-10-07,4,135
Guilford,2021-11-03,2021-09-15,4,322
Wake,2021-11-03,2021-09-20,4,561
Wake,2021-11-03,2021-09-17,4,396
Forsyth,2021-11-03,2021-10-14,5,102
Wake,2021-11-03,2021-09-25,5,219
Guilford,2021-11-03,2021-09-14,5,324
Wake,2021-11-03,2021-09-27,5,472
Forsyth,2021-11-03,2021-10-02,6,63
Guilford,2021-11-03,2021-09-16,6,299
Forsyth,2021-11-04,2021-10-16,0,59
Forsyth,2021-11-04,2021-10-30,0,36
Wake,2021-11-04,2021-10-21,0,185
Forsyth,2021-11-04,2021-10-15,0,64
Guilford,2021-11-04,2021-10-31,0,34
Wake,2021-11-04,2021-10-29,0,166
Forsyth,2021-11-04,2021-10-24,0,33
Guilford,2021-11-04,2021-10-22,0,88
Wake,2021-11-04,2021-10-09,0,146
Wake,2021-11-04,2021-10-31,0,58
Forsyth,2021-11-04,2021-10-21,0,71
Guilford,2021-11-04,2021-10-30,0,44
Wake,2021-11-04,2021-10-15,0,203
Forsyth,2021-11-04,2021-10-25,0,80
Guilford,2021-11-04,2021-10-09,0,76
Wake,2021-11-04,2021-10-20,0,222
Forsyth,2021-11-04,2021-11-02,0,39
Guilford,2021-11-04,2021-10-23,0,60
Forsyth,2021-11-04,2021-10-27,0,69
Forsyth,2021-11-04,2021-10-29,0,52
Wake,2021-11-04,2021-10-24,0,59
Guilford,2021-11-04,2021-10-21,0,117
Wake,2021-11-04,2021-10-16,0,156
Wake,2021-11-04,2021-10-25,0,241
Forsyth,2021-11-04,2021-10-06,0,125
Wake,2021-11-04,2021-10-19,0,191
Forsyth,2021-11-04,2021-10-11,0,137
Wake,2021-11-04,2021-10-14,0,211
Wake,2021-11-04,2021-10-08,0,252
Wake,2021-11-04,2021-10-06,0,287
Wake,2021-11-04,2021-10-26,0,227
Guilford,2021-11-04,2021-10-25,0,101
Wake,2021-11-04,2021-10-27,0,171
Wake,2021-11-04,2021-11-01,0,203
Forsyth,2021-11-04,2021-11-01,0,76
Guilford,2021-11-04,2021-11-02,0,46
Guilford,2021-11-04,2021-09-26,0,137
Forsyth,2021-11-04,2021-09-23,0,162
Guilford,2021-11-04,2021-10-14,0,113
Wake,2021-11-04,2021-11-02,0,113
Forsyth,2021-11-04,2021-09-27,0,219
Guilford,2021-11-04,2021-09-22,0,272
Guilford,2021-11-04,2021-09-29,0,263
Guilford,2021-11-04,2021-10-06,0,208
Forsyth,2021-11-04,2021-10-17,1,44
Forsyth,2021-11-04,2021-10-03,1,71
Forsyth,2021-11-04,2021-10-31,1,34
Guilford,2021-11-04,2021-10-17,1,58
Guilford,2021-11-04,2021-10-15,1,113
Forsyth,2021-11-04,2021-10-08,1,112
Forsyth,2021-11-04,2021-10-09,1,54
Forsyth,2021-11-04,2021-10-26,1,90
Wake,2021-11-04,2021-10-03,1,88
Guilford,2021-11-04,2021-10-16,1,65
Forsyth,2021-11-04,2021-10-19,1,76
Guilford,2021-11-04,2021-09-19,1,132
Wake,2021-11-04,2021-10-30,1,116
Forsyth,2021-11-04,2021-09-24,1,154
Guilford,2021-11-04,2021-10-10,1,79
Wake,2021-11-04,2021-09-18,1,303
Wake,2021-11-04,2021-10-02,1,259
Wake,2021-11-04,2021-10-17,1,69
Wake,2021-11-04,2021-10-22,1,175
Wake,2021-11-04,2021-10-28,1,156
Wake,2021-11-04,2021-10-07,1,228
Wake,2021-11-04,2021-10-18,1,273
Wake,2021-11-04,2021-09-30,1,333
Forsyth,2021-11-04,2021-09-17,1,190
Forsyth,2021-11-04,2021-10-01,1,129
Wake,2021-11-04,2021-09-26,1,92
Wake,2021-11-04,2021-10-01,1,311
Forsyth,2021-11-04,2021-09-14,1,244
Guilford,2021-11-04,2021-11-01,1,92
Forsyth,2021-11-04,2021-09-15,1,253
Forsyth,2021-11-04,2021-09-20,1,238
Guilford,2021-11-04,2021-10-13,1,162
Guilford,2021-11-04,2021-10-05,1,167
Wake,2021-11-04,2021-09-21,1,393
Guilford,2021-11-04,2021-10-11,1,173
Guilford,2021-11-04,2021-09-24,1,243
Guilford,2021-11-04,2021-09-27,1,297
Guilford,2021-11-04,2021-09-20,1,327
Wake,2021-11-04,2021-09-16,1,437
Guilford,2021-11-04,2021-10-01,1,203
Guilford,2021-11-04,2021-10-29,2,64
Forsyth,2021-11-04,2021-09-18,2,92
Guilford,2021-11-04,2021-10-24,2,38
Wake,2021-11-04,2021-10-10,2,67
Forsyth,2021-11-04,2021-10-10,2,64
Forsyth,2021-11-04,2021-10-18,2,92
Forsyth,2021-11-04,2021-10-20,2,79
Forsyth,2021-11-04,2021-10-04,2,175
Guilford,2021-11-04,2021-10-03,2,110
Guilford,2021-11-04,2021-10-20,2,99
Guilford,2021-11-04,2021-10-02,2,102
Wake,2021-11-04,2021-10-23,2,125
Forsyth,2021-11-04,2021-09-16,2,200
Wake,2021-11-04,2021-09-24,2,313
Guilford,2021-11-04,2021-10-07,2,180
Guilford,2021-11-04,2021-10-19,2,129
Wake,2021-11-04,2021-10-11,2,290
Forsyth,2021-11-04,2021-10-05,2,134
Forsyth,2021-11-04,2021-10-12,2,103
Wake,2021-11-04,2021-09-29,2,378
Forsyth,2021-11-04,2021-10-13,2,107
Wake,2021-11-04,2021-09-23,2,332
Wake,2021-11-04,2021-09-14,2,416
Guilford,2021-11-04,2021-09-17,2,293
Wake,2021-11-04,2021-10-05,2,259
Guilford,2021-11-04,2021-09-28,2,257
Forsyth,2021-11-04,2021-09-22,2,189
Guilford,2021-11-04,2021-09-23,2,253
Guilford,2021-11-04,2021-10-04,2,277
Guilford,2021-11-04,2021-09-21,2,268
Forsyth,2021-11-04,2021-09-19,3,101
Forsyth,2021-11-04,2021-10-23,3,47
Forsyth,2021-11-04,2021-09-26,3,94
Forsyth,2021-11-04,2021-09-28,3,152
Forsyth,2021-11-04,2021-10-28,3,59
Forsyth,2021-11-04,2021-10-22,3,79
Guilford,2021-11-04,2021-10-28,3,89
Forsyth,2021-11-04,2021-09-29,3,144
Forsyth,2021-11-04,2021-09-30,3,152
Guilford,2021-11-04,2021-10-12,3,155
Wake,2021-11-04,2021-10-13,3,257
Guilford,2021-11-04,2021-09-18,3,137
Guilford,2021-11-04,2021-10-18,3,106
Wake,2021-11-04,2021-10-12,3,319
Wake,2021-11-04,2021-09-15,3,493
Wake,2021-11-04,2021-09-19,3,140
Guilford,2021-11-04,2021-09-25,3,122
Wake,2021-11-04,2021-09-22,3,383
Wake,2021-11-04,2021-10-04,3,352
Wake,2021-11-04,2021-09-28,3,357
Guilford,2021-11-04,2021-09-30,3,204
Guilford,2021-11-04,2021-10-08,3,156
Forsyth,2021-11-04,2021-09-25,4,65
Guilford,2021-11-04,2021-10-27,4,78
Guilford,2021-11-04,2021-10-26,4,100
Forsyth,2021-11-04,2021-09-21,4,178
Forsyth,2021-11-04,2021-10-07,4,135
Guilford,2021-11-04,2021-09-15,4,322
Wake,2021-11-04,2021-09-20,4,561
Wake,2021-11-04,2021-09-17,4,396
Forsyth,2021-11-04,2021-10-14,5,103
Wake,2021-11-04,2021-09-25,5,219
Guilford,2021-11-04,2021-09-14,5,324
Wake,2021-11-04,2021-09-27,5,472
Forsyth,2021-11-04,2021-10-02,6,63
Guilford,2021-11-04,2021-09-16,6,299
Forsyth,2021-11-05,2021-10-16,0,59
Forsyth,2021-11-05,2021-10-30,0,37
Guilford,2021-11-05,2021-10-31,0,34
Wake,2021-11-05,2021-10-21,0,186
Forsyth,2021-11-05,2021-10-15,0,64
Forsyth,2021-11-05,2021-10-24,0,33
Guilford,2021-11-05,2021-10-22,0,87
Guilford,2021-11-05,2021-11-03,0,24
Wake,2021-11-05,2021-10-09,0,146
Forsyth,2021-11-05,2021-10-21,0,71
Forsyth,2021-11-05,2021-11-03,0,29
Guilford,2021-11-05,2021-10-30,0,44
Wake,2021-11-05,2021-10-15,0,202
Forsyth,2021-11-05,2021-10-25,0,80
Guilford,2021-11-05,2021-10-09,0,76
Wake,2021-11-05,2021-10-20,0,222
Guilford,2021-11-05,2021-10-23,0,60
Wake,2021-11-05,2021-10-24,0,58
Forsyth,2021-11-05,2021-10-27,0,70
Forsyth,2021-11-05,2021-10-29,0,52
Guilford,2021-11-05,2021-10-21,0,117
Wake,2021-11-05,2021-10-16,0,156
Wake,2021-11-05,2021-10-25,0,242
Wake,2021-11-05,2021-10-19,0,191
Forsyth,2021-11-05,2021-10-11,0,137
Wake,2021-11-05,2021-10-14,0,211
Wake,2021-11-05,2021-10-08,0,252
Wake,2021-11-05,2021-10-06,0,287
Wake,2021-11-05,2021-10-26,0,228
Wake,2021-11-05,2021-10-27,0,173
Guilford,2021-11-05,2021-09-26,0,137
Forsyth,2021-11-05,2021-09-23,0,162
Guilford,2021-11-05,2021-10-14,0,113
Wake,2021-11-05,2021-11-02,0,149
Forsyth,2021-11-05,2021-09-27,0,219
Forsyth,2021-11-05,2021-11-01,0,85
Guilford,2021-11-05,2021-09-22,0,272
Wake,2021-11-05,2021-11-03,0,141
Guilford,2021-11-05,2021-09-29,0,263
Guilford,2021-11-05,2021-10-06,0,208
Forsyth,2021-11-05,2021-10-17,1,44
Forsyth,2021-11-05,2021-10-03,1,71
Forsyth,2021-11-05,2021-10-31,1,34
Guilford,2021-11-05,2021-10-17,1,58
Guilford,2021-11-05,2021-10-15,1,113
Forsyth,2021-11-05,2021-10-08,1,112
Forsyth,2021-11-05,2021-10-09,1,54
Wake,2021-11-05,2021-10-29,1,168
Forsyth,2021-11-05,2021-10-26,1,90
Guilford,2021-11-05,2021-10-16,1,65
Wake,2021-11-05,2021-10-03,1,89
Wake,2021-11-05,2021-10-31,1,56
Forsyth,2021-11-05,2021-10-19,1,76
Guilford,2021-11-05,2021-09-19,1,132
Forsyth,2021-11-05,2021-09-24,1,154
Guilford,2021-11-05,2021-10-10,1,79
Forsyth,2021-11-05,2021-11-02,1,59
Wake,2021-11-05,2021-09-18,1,303
Wake,2021-11-05,2021-10-02,1,259
Wake,2021-11-05,2021-10-17,1,69
Wake,2021-11-05,2021-10-22,1,175
Wake,2021-11-05,2021-10-28,1,156
Wake,2021-11-05,2021-10-07,1,228
Wake,2021-11-05,2021-10-18,1,273
Forsyth,2021-11-05,2021-10-06,1,125
Wake,2021-11-05,2021-09-30,1,333
Forsyth,2021-11-05,2021-09-17,1,190
Forsyth,2021-11-05,2021-10-01,1,129
Wake,2021-11-05,2021-09-26,1,92
Wake,2021-11-05,2021-10-01,1,311
Forsyth,2021-11-05,2021-09-14,1,244
Guilford,2021-11-05,2021-10-25,1,100
Forsyth,2021-11-05,2021-09-15,1,253
Forsyth,2021-11-05,2021-09-20,1,238
Guilford,2021-11-05,2021-10-05,1,167
Guilford,2021-11-05,2021-10-13,1,162
Guilford,2021-11-05,2021-11-02,1,89
Wake,2021-11-05,2021-09-21,1,393
Guilford,2021-11-05,2021-10-11,1,173
Guilford,2021-11-05,2021-09-24,1,243
Guilford,2021-11-05,2021-09-27,1,297
Guilford,2021-11-05,2021-09-20,1,327
Wake,2021-11-05,2021-09-16,1,437
Guilford,2021-11-05,2021-10-01,1,203
Guilford,2021-11-05,2021-10-24,2,37
Guilford,2021-11-05,2021-10-29,2,67
Forsyth,2021-11-05,2021-09-18,2,92
Wake,2021-11-05,2021-10-10,2,67
Forsyth,2021-11-05,2021-10-10,2,64
Forsyth,2021-11-05,2021-10-18,2,92
Forsyth,2021-11-05,2021-10-20,2,79
Wake,2021-11-05,2021-10-30,2,117
Forsyth,2021-11-05,2021-10-04,2,175
Guilford,2021-11-05,2021-10-03,2,110
Guilford,2021-11-05,2021-10-20,2,99
Guilford,2021-11-05,2021-10-02,2,102
Wake,2021-11-05,2021-10-23,2,125
Forsyth,2021-11-05,2021-09-16,2,200
Wake,2021-11-05,2021-09-24,2,313
Guilford,2021-11-05,2021-10-07,2,180
Guilford,2021-11-05,2021-10-19,2,129
Wake,2021-11-05,2021-10-11,2,289
Forsyth,2021-11-05,2021-10-05,2,134
Forsyth,2021-11-05,2021-10-12,2,103
Guilford,2021-11-05,2021-11-01,2,115
Wake,2021-11-05,2021-09-29,2,378
Wake,2021-11-05,2021-11-01,2,215
Forsyth,2021-11-05,2021-10-13,2,107
Wake,2021-11-05,2021-09-23,2,332
Wake,2021-11-05,2021-09-14,2,416
Guilford,2021-11-05,2021-09-17,2,293
Wake,2021-11-05,2021-10-05,2,259
Guilford,2021-11-05,2021-09-28,2,257
Forsyth,2021-11-05,2021-09-22,2,189
Guilford,2021-11-05,2021-09-23,2,253
Guilford,2021-11-05,2021-10-04,2,277
Guilford,2021-11-05,2021-09-21,2,268
Forsyth,2021-11-05,2021-09-19,3,101
Forsyth,2021-11-05,2021-10-23,3,47
Forsyth,2021-11-05,2021-09-26,3,94
Forsyth,2021-11-05,2021-09-28,3,152
Forsyth,2021-11-05,2021-10-28,3,59
Forsyth,2021-11-05,2021-10-22,3,79
Guilford,2021-11-05,2021-10-28,3,92
Forsyth,2021-11-05,2021-09-29,3,144
Forsyth,2021-11-05,2021-09-30,3,152
Guilford,2021-11-05,2021-10-12,3,155
Wake,2021-11-05,2021-10-13,3,257
Guilford,2021-11-05,2021-09-18,3,137
Guilford,2021-11-05,2021-10-18,3,106
Wake,2021-11-05,2021-10-12,3,319
Wake,2021-11-05,2021-09-15,3,493
Wake,2021-11-05,2021-09-19,3,140
Guilford,2021-11-05,2021-09-25,3,122
Wake,2021-11-05,2021-09-22,3,383
Wake,2021-11-05,2021-10-04,3,351
Wake,2021-11-05,2021-09-28,3,357
Guilford,2021-11-05,2021-09-30,3,204
Guilford,2021-11-05,2021-10-08,3,156
Forsyth,2021-11-05,2021-09-25,4,65
Guilford,2021-11-05,2021-10-26,4,100
Forsyth,2021-11-05,2021-09-21,4,178
Forsyth,2021-11-05,2021-10-07,4,135
Guilford,2021-11-05,2021-09-15,4,322
Wake,2021-11-05,2021-09-20,4,561
Wake,2021-11-05,2021-09-17,4,396
Guilford,2021-11-05,2021-10-27,5,79
Forsyth,2021-11-05,2021-10-14,5,103
Wake,2021-11-05,2021-09-25,5,219
Guilford,2021-11-05,2021-09-14,5,324
Wake,2021-11-05,2021-09-27,5,472
Forsyth,2021-11-05,2021-10-02,6,63
Guilford,2021-11-05,2021-09-16,6,299
Forsyth,2021-11-06,2021-10-16,0,59
Forsyth,2021-11-06,2021-10-30,0,37
Guilford,2021-11-06,2021-10-31,0,34
Wake,2021-11-06,2021-10-21,0,186
Forsyth,2021-11-06,2021-10-15,0,64
Forsyth,2021-11-06,2021-10-24,0,33
Guilford,2021-11-06,2021-10-22,0,87
Guilford,2021-11-06,2021-11-03,0,24
Wake,2021-11-06,2021-10-09,0,146
Forsyth,2021-11-06,2021-10-21,0,71
Forsyth,2021-11-06,2021-11-03,0,29
Guilford,2021-11-06,2021-10-30,0,44
Wake,2021-11-06,2021-10-15,0,202
Forsyth,2021-11-06,2021-10-25,0,80
Guilford,2021-11-06,2021-10-09,0,76
Wake,2021-11-06,2021-10-20,0,222
Guilford,2021-11-06,2021-10-23,0,60
Wake,2021-11-06,2021-10-24,0,58
Forsyth,2021-11-06,2021-10-27,0,70
Forsyth,2021-11-06,2021-10-29,0,52
Guilford,2021-11-06,2021-10-21,0,117
Wake,2021-11-06,2021-10-16,0,156
Wake,2021-11-06,2021-10-25,0,242
Wake,2021-11-06,2021-10-19,0,191
Forsyth,2021-11-06,2021-10-11,0,137
Wake,2021-11-06,2021-10-14,0,211
Wake,2021-11-06,2021-10-08,0,252
Wake,2021-11-06,2021-10-06,0,287
Wake,2021-11-06,2021-10-26,0,228
Wake,2021-11-06,2021-10-27,0,173
Guilford,2021-11-06,2021-09-26,0,137
Forsyth,2021-11-06,2021-09-23,0,162
Guilford,2021-11-06,2021-10-14,0,113
Wake,2021-11-06,2021-11-02,0,149
Forsyth,2021-11-06,2021-09-27,0,219
Forsyth,2021-11-06,2021-11-01,0,85
Guilford,2021-11-06,2021-09-22,0,272
Wake,2021-11-06,2021-11-03,0,141
Guilford,2021-11-06,2021-09-29,0,263
Guilford,2021-11-06,2021-10-06,0,208
Forsyth,2021-11-06,2021-10-17,1,44
Forsyth,2021-11-06,2021-10-03,1,71
Forsyth,2021-11-06,2021-10-31,1,34
Guilford,2021-11-06,2021-10-17,1,58
Guilford,2021-11-06,2021-10-15,1,113
Forsyth,2021-11-06,2021-10-08,1,112
Forsyth,2021-11-06,2021-10-09,1,54
Wake,2021-11-06,2021-10-29,1,168
Forsyth,2021-11-06,2021-10-26,1,90
Guilford,2021-11-06,2021-10-16,1,65
Wake,2021-11-06,2021-10-03,1,89
Wake,2021-11-06,2021-10-31,1,56
Forsyth,2021-11-06,2021-10-19,1,76
Guilford,2021-11-06,2021-09-19,1,132
Forsyth,2021-11-06,2021-09-24,1,154
Guilford,2021-11-06,2021-10-10,1,79
Forsyth,2021-11-06,2021-11-02,1,59
Wake,2021-11-06,2021-09-18,1,303
Wake,2021-11-06,2021-10-02,1,259
Wake,2021-11-06,2021-10-17,1,69
Wake,2021-11-06,2021-10-22,1,175
Wake,2021-11-06,2021-10-28,1,156
Wake,2021-11-06,2021-10-07,1,228
Wake,2021-11-06,2021-10-18,1,273
Forsyth,2021-11-06,2021-10-06,1,125
Wake,2021-11-06,2021-09-30,1,333
Forsyth,2021-11-06,2021-09-17,1,190
Forsyth,2021-11-06,2021-10-01,1,129
Wake,2021-11-06,2021-09-26,1,92
Wake,2021-11-06,2021-10-01,1,311
Forsyth,2021-11-06,2021-09-14,1,244
Guilford,2021-11-06,2021-10-25,1,100
Forsyth,2021-11-06,2021-09-15,1,253
Forsyth,2021-11-06,2021-09-20,1,238
Guilford,2021-11-06,2021-10-05,1,167
Guilford,2021-11-06,2021-10-13,1,162
Guilford,2021-11-06,2021-11-02,1,89
Wake,2021-11-06,2021-09-21,1,393
Guilford,2021-11-06,2021-10-11,1,173
Guilford,2021-11-06,2021-09-24,1,243
Guilford,2021-11-06,2021-09-27,1,297
Guilford,2021-11-06,2021-09-20,1,327
Wake,2021-11-06,2021-09-16,1,437
Guilford,2021-11-06,2021-10-01,1,203
Guilford,2021-11-06,2021-10-24,2,37
Guilford,2021-11-06,2021-10-29,2,67
Forsyth,2021-11-06,2021-09-18,2,92
Wake,2021-11-06,2021-10-10,2,67
Forsyth,2021-11-06,2021-10-10,2,64
Forsyth,2021-11-06,2021-10-18,2,92
Forsyth,2021-11-06,2021-10-20,2,79
Wake,2021-11-06,2021-10-30,2,117
Forsyth,2021-11-06,2021-10-04,2,175
Guilford,2021-11-06,2021-10-03,2,110
Guilford,2021-11-06,2021-10-20,2,99
Guilford,2021-11-06,2021-10-02,2,102
Wake,2021-11-06,2021-10-23,2,125
Forsyth,2021-11-06,2021-09-16,2,200
Wake,2021-11-06,2021-09-24,2,313
Guilford,2021-11-06,2021-10-07,2,180
Guilford,2021-11-06,2021-10-19,2,129
Wake,2021-11-06,2021-10-11,2,289
Forsyth,2021-11-06,2021-10-05,2,134
Forsyth,2021-11-06,2021-10-12,2,103
Guilford,2021-11-06,2021-11-01,2,115
Wake,2021-11-06,2021-09-29,2,378
Wake,2021-11-06,2021-11-01,2,215
Forsyth,2021-11-06,2021-10-13,2,107
Wake,2021-11-06,2021-09-23,2,332
Wake,2021-11-06,2021-09-14,2,416
Guilford,2021-11-06,2021-09-17,2,293
Wake,2021-11-06,2021-10-05,2,259
Guilford,2021-11-06,2021-09-28,2,257
Forsyth,2021-11-06,2021-09-22,2,189
Guilford,2021-11-06,2021-09-23,2,253
Guilford,2021-11-06,2021-10-04,2,277
Guilford,2021-11-06,2021-09-21,2,268
Forsyth,2021-11-06,2021-09-19,3,101
Forsyth,2021-11-06,2021-10-23,3,47
Forsyth,2021-11-06,2021-09-26,3,94
Forsyth,2021-11-06,2021-09-28,3,152
